,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Density Value (g / ml),Density Uncertainty (g / ml),Source,Component 2,Role 2,Mole Fraction 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol)
266925,2e8fdb8e7526409a958f8404bb358739,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.6302,0.7314000000000002,0.000985,10.1021/je060355j,CCCCOC=O,Solvent,0.3698,,
266927,d3c434e7b95b4141bffb4edea4bde877,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.347,1.2213600000000002,0.000985,10.1016/j.jct.2006.05.004,CCCC(=O)OC,Solvent,0.653,,
266928,03aab2d6e9354cd1bd89fb4bc051c886,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5,0.8389100000000002,0.000985,10.1021/je034005y,CCOCCO,Solvent,0.5,,
266940,61651cfd2232453093cc1eba61aa8d25,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7148,1.7205300000000003,0.000985,10.1016/j.jct.2005.07.009,CCOC(=O)CC,Solvent,0.2852,,
266948,0c15a368858e4b05a4d8f405dfad43d9,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.6021,0.7376000000000001,0.000985,10.1021/je060355j,CCCOC=O,Solvent,0.3979,,
266951,a02ed2ad55fd4a199928a7f18d6da7ea,313.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.2672,0.9227100000000004,0.000985,10.1021/je050005h,O,Solvent,0.7328,,
266953,fcb90c3906334161ad409cd881a49120,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.751,0.7114000000000001,0.000985,10.1021/je060355j,CCCCOC=O,Solvent,0.249,,
266961,ccb98c6d290f47a992a3e5bb033c0f97,303.2,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.831128,0.8943440000000002,0.000986,10.1016/j.fluid.2012.07.032,O,Solvent,0.168872,,
266972,b08b64b9617c41208a680ffe92d24a11,303.15,100.0,Liquid,2,CCCCN,Solvent,0.5642,0.8089600000000002,0.000988,10.1021/acs.jced.5b00802,CN(C)C=O,Solvent,0.4358,,
266973,755bbaa4ff604d42a8a40d5029481dc5,298.15,100.0,Liquid,2,CCCNCCC,Solvent,0.5034,0.8108000000000002,0.0009885,10.1021/acs.jced.5b00802,CN(C)C=O,Solvent,0.4966,,
266975,1098d98d91684bb4afb3c852f7056f30,298.15,100.0,Liquid,2,CCCCNCCCC,Solvent,0.4928,0.8153440000000003,0.0009895,10.1021/acs.jced.5b00802,CN(C)C=O,Solvent,0.5072,,
266977,e390483e0402476799218ff8263a5e1c,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.7479,0.7066000000000002,0.00099,10.1021/je060355j,CCCOC=O,Solvent,0.2521,,
266987,e7aafa4acd744242b2f11324fcd506c5,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.399,1.21487,0.00099,10.1016/j.jct.2006.05.004,CCCCC(=O)OC,Solvent,0.601,,
266990,7fa28da1acaa46838b52468caa55e3f5,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.379,1.2172900000000002,0.00099,10.1016/j.jct.2006.05.004,CCCCC(=O)OC,Solvent,0.621,,
266994,324fbd7245c44842945500b04b05efd2,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.4983,0.7618000000000001,0.00099,10.1021/je060355j,CCCOC=O,Solvent,0.5017,,
266996,1204af68b0fa4665be42d4898de6b4e6,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.5519,1.3685600000000002,0.00099,10.1016/j.jct.2005.07.009,CCCC(=O)OCC,Solvent,0.4481,,
266999,544ede18bd774ad0996b4837325c45ed,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.4043,0.7907000000000002,0.00099,10.1021/je060355j,CCCCOC=O,Solvent,0.5957,,
267006,ca72816518a74ce187324ae842715b4b,308.15,101.0,Liquid,2,O,Solvent,0.9435,1.0300200000000002,0.00099,10.1021/je700672f,OCCOCCO,Solvent,0.0565,,
267007,61b65c93b6a44964b2d8c8a96edda62f,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7314,1.7906500000000003,0.00099,10.1016/j.jct.2005.07.009,CCOC(C)=O,Solvent,0.2686,,
267009,661abbf8ec9a45b98c17d52409ba8467,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.8072,0.6995000000000001,0.00099,10.1021/je060355j,CCCCOC=O,Solvent,0.1928,,
267011,ffb7eb3a8e094e7395256bfc1c1aea34,293.15,100.0,Liquid,2,CCCCN,Solvent,0.6008,0.8111140000000002,0.000991,10.1021/acs.jced.5b00802,CN(C)C=O,Solvent,0.3992,,
267020,581ace4574374755846f10463ddfc662,298.15,100.0,Liquid,2,CCCCCCN,Solvent,0.5539,0.8188610000000002,0.0009935,10.1021/acs.jced.5b00802,CN(C)C=O,Solvent,0.4461,,
267022,8d3af5d19aad4a1b8e919692d43cd5d5,298.15,100.0,Liquid,2,CCCCN,Solvent,0.5619,0.8142680000000002,0.0009945,10.1021/acs.jced.5b00802,CN(C)C=O,Solvent,0.4381,,
267025,23c63a14d85b4066a9ad2dea0eca24f9,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.752,0.7058000000000001,0.000995,10.1021/je060355j,CCCOC=O,Solvent,0.248,,
267030,9a55c95c9f964d88826d4c5082cac0f5,298.15,101.0,Liquid,2,CCCOC(=O)CCC,Solvent,0.4598,0.9730100000000004,0.000995,10.1016/j.jct.2008.10.007,ClCCCCCCCl,Solvent,0.5402,,
267033,3435be0b715841e7ab4a925de727ef12,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.5703,0.7383700000000002,0.000995,10.1021/je060355j,CCCOC=O,Solvent,0.4297,,
267035,7c73709ab529493b99751fa6d7c65504,303.15,100.0,Liquid,2,CCCNCCC,Solvent,0.4585,0.8151930000000002,0.000995,10.1021/acs.jced.5b00802,CN(C)C=O,Solvent,0.5415,,
267037,502a888cdb1a4e168bf617977d4d359e,293.15,100.0,Liquid,2,CCCNCCC,Solvent,0.5026,0.8156560000000002,0.000995,10.1021/acs.jced.5b00802,CN(C)C=O,Solvent,0.4974,,
267041,abe8feece770476dae7d3d8bfc465bcc,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.6348,1.5599100000000004,0.000995,10.1016/j.jct.2005.07.009,CCCC(=O)OCC,Solvent,0.3652,,
267043,bc62cc8553b949ce9596de8284300581,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.6403,0.7229300000000001,0.000995,10.1021/je060355j,CCCOC=O,Solvent,0.3597,,
267054,3a35b5dacfc844af83e03c61768626a1,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.7342,0.7087600000000002,0.000995,10.1021/je060355j,CCCCOC=O,Solvent,0.2658,,
267055,abb15fc455ba41afad005fe14e01dd5c,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.8358,0.6748000000000001,0.000995,10.1021/je060355j,COC=O,Solvent,0.1642,,
267056,34ba2890cd9f4c42bcd5823f013a4bfb,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.8791,0.6753000000000001,0.000995,10.1021/je060355j,COC=O,Solvent,0.1209,,
267060,d97a7e47ce7b46a6804936f604ba2601,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7506,1.8698300000000003,0.000995,10.1016/j.jct.2005.07.009,CCOC=O,Solvent,0.2494,,
267286,c71461b76ad849d3aba3205718bd20d6,313.05,100.0,Liquid,2,O,Solvent,0.25,1.0940000000000003,0.001,10.1021/je025610o,OCCO,Solvent,0.75,,
267287,639c18e8875d49d19cd1475a750bd20d,297.35,100.0,Liquid,2,O,Solvent,0.25,1.1060000000000003,0.001,10.1021/je025610o,OCCO,Solvent,0.75,,
267292,c0a4f01765f14076af2782dbb905b8d5,294.25,100.0,Liquid,2,O,Solvent,0.75,1.0950000000000002,0.001,10.1021/je025610o,OCCOCCO,Solvent,0.25,,
267309,a35b215886314bbaa58a9d8a1185afe4,313.05,100.0,Liquid,2,O,Solvent,0.75,1.0810000000000002,0.001,10.1021/je025610o,OCCOCCO,Solvent,0.25,,
267355,6ff9135f8cbb47f8b4eb9e57829d9cb0,293.45,100.0,Liquid,2,O,Solvent,0.5,1.1110000000000002,0.001,10.1021/je025610o,OCCOCCO,Solvent,0.5,,
267372,2ec95d786e204c319c0679af3a5f3213,312.95,100.0,Liquid,2,O,Solvent,0.5,1.0970000000000002,0.001,10.1021/je025610o,OCCOCCO,Solvent,0.5,,
267377,32a656eefd7a48a5baecef552f232006,313.05,100.0,Liquid,2,O,Solvent,0.25,1.1010000000000002,0.001,10.1021/je025610o,OCCOCCO,Solvent,0.75,,
267378,ca6f809a5f3f491fb3f5d78bf57262ae,294.05,100.0,Liquid,2,O,Solvent,0.25,1.1150000000000002,0.001,10.1021/je025610o,OCCOCCO,Solvent,0.75,,
267473,744044a821204779a223f761868f6a5e,313.05,100.0,Liquid,2,O,Solvent,0.75,1.0580000000000005,0.001,10.1021/je025610o,OCCO,Solvent,0.25,,
267474,7de1c9ed0bf44b5bbdcff544e25461e0,296.4,100.0,Liquid,2,O,Solvent,0.75,1.0680000000000005,0.001,10.1021/je025610o,OCCO,Solvent,0.25,,
267475,4436dbfd61814e43a785be2f1c276ea7,293.45,101.3,Liquid,2,O,Solvent,0.153497,1.1093000000000002,0.001,10.1016/j.jct.2018.06.021,OCCO,Solvent,0.846503,,
267495,0c1fcf42a78a45908709284140c8e681,313.05,100.0,Liquid,2,O,Solvent,0.5,1.0830000000000002,0.001,10.1021/je025610o,OCCO,Solvent,0.5,,
267499,1dcf9ab141b04dce82fca51fd561a6a0,297.05,100.0,Liquid,2,O,Solvent,0.5,1.0940000000000003,0.001,10.1021/je025610o,OCCO,Solvent,0.5,,
267526,c40b459a3530411c8cacb1df789d6341,313.15,101.3,Liquid,2,O,Solvent,0.153497,1.0955000000000004,0.001,10.1016/j.jct.2018.06.021,OCCO,Solvent,0.846503,,
267536,ac2b2268f0784d7a8fabe8edc62177f5,303.45,101.3,Liquid,2,O,Solvent,0.153497,1.1024000000000005,0.001,10.1016/j.jct.2018.06.021,OCCO,Solvent,0.846503,,
268083,5294027e994a4aec9577b06bc653b9dc,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.3721,1.2236600000000004,0.001,10.1016/j.jct.2006.05.004,CCCC(=O)OC,Solvent,0.6279,,
268242,bb0b1a90ec954d13ac7629b2b20d3a01,293.15,101.0,Liquid,2,CN1CCOCC1,Solvent,0.6438,0.9458800000000002,0.001,10.1021/je800197t,O,Solvent,0.3562,,
269392,21d0d64980e74b6b8d884751a35e3b39,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.8539,0.6898000000000001,0.001,10.1021/je060355j,CCCCOC=O,Solvent,0.1461,,
269398,81ac519e9e7643d5adb7e0270ba822eb,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.8033,0.6942000000000003,0.001,10.1021/je060355j,CCCCOC=O,Solvent,0.1967,,
269399,bc78941745c34c84b592b5d7c3301dfa,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.4124,0.7818100000000001,0.001,10.1021/je060355j,CCCCOC=O,Solvent,0.5876,,
269683,7edce3a904334c80ade5f77063c43a18,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.8987,0.6726000000000002,0.001,10.1021/je060355j,COC=O,Solvent,0.1013,,
269702,bc51e6a840044dfd8a94310bea92ead5,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.6932,0.7106000000000002,0.001,10.1021/je060355j,CCOC=O,Solvent,0.3068,,
269723,cca1472b970143b1904060a84edafda2,303.15,101.0,Liquid,2,CCCCCCO,Solvent,0.4238,0.9297000000000004,0.001,10.1007/s10765-005-8102-9,CS(C)=O,Solvent,0.5762,,
269724,98d1a564f98443a686665175c6eea143,303.15,101.0,Liquid,2,CCCCCCO,Solvent,0.334,0.9563,0.001,10.1007/s10765-005-8102-9,CS(C)=O,Solvent,0.666,,
269730,4ab9e04ef46e4deaad7fe47eb36c3a7f,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.6063,0.7282000000000002,0.001,10.1021/je060355j,CCOC=O,Solvent,0.3937,,
269794,4f709ce966a648d69207181592e7a909,303.15,101.0,Liquid,2,CCO,Solvent,0.209125,0.8735000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.790875,,
269795,571b0c314f7846389382560584c126de,303.15,101.0,Liquid,2,CCO,Solvent,0.192871,0.8747000000000003,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.807129,,
269796,17f734dae74a47a6b7261cd4446095fe,303.15,101.0,Liquid,2,CCO,Solvent,0.130321,0.8794000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.869679,,
269797,27803c7c326f478989240c00fa2c4359,308.15,101.0,Liquid,2,CCO,Solvent,0.056298,0.8789000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.943702,,
269798,2b653e995c7342df9c26c9b6f69227a4,303.15,101.0,Liquid,2,CCO,Solvent,0.079272,0.8830000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.920728,,
269807,895ae92020ab4eb89028b9e6f2fc2b22,298.15,101.0,Liquid,2,CCO,Solvent,0.209125,0.8794000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.790875,,
269808,c222f64adcf5419cb370ab7c8a690225,298.15,101.0,Liquid,2,CCO,Solvent,0.192871,0.8806000000000003,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.807129,,
269809,4a915808d2c446349d0f621d6938fcd1,303.15,101.0,Liquid,2,CCO,Solvent,0.056298,0.8844000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.943702,,
269810,549cc93ad73247fdb4822b5a606bfb2b,308.15,101.0,Liquid,2,CCO,Solvent,0.079272,0.8774000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.920728,,
269811,06c1a55d490a4deb9fd6adac003b40ba,308.15,101.0,Liquid,2,CCO,Solvent,0.130321,0.8740000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.869679,,
269812,4786fe85481b4da9bb356dec17d8871c,308.15,101.0,Liquid,2,CCO,Solvent,0.192871,0.8693000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.807129,,
269823,2574b1b373544cbd8b2109ada2333a96,313.15,101.0,Liquid,2,CCO,Solvent,0.209125,0.8625000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.790875,,
269824,16b48d5bc05c4d7191ff7b63e4530582,313.15,101.0,Liquid,2,CCO,Solvent,0.192871,0.8637000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.807129,,
269825,514122ccbd4046f4a13900c79b8fb284,313.15,101.0,Liquid,2,CCO,Solvent,0.130321,0.8683000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.869679,,
269826,e10253ebe3eb4d83bed70b9898aef4fb,313.15,101.0,Liquid,2,CCO,Solvent,0.079272,0.8718000000000001,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.920728,,
269827,558f1dea89134e62bf106d4971c8095b,313.15,101.0,Liquid,2,CCO,Solvent,0.056298,0.8732000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.943702,,
269835,a459c45580284e94a00ef7196c95086e,308.15,101.0,Liquid,2,CCO,Solvent,0.209125,0.8681000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.790875,,
269836,13cf477dd35d4bc9a2a4077c96bbf009,298.15,101.0,Liquid,2,CCO,Solvent,0.130321,0.8855000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.869679,,
269838,6f0691065c2d4e528916bede9c273278,298.15,101.0,Liquid,2,CCO,Solvent,0.079272,0.8891000000000002,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.920728,,
269889,80297a3a02df4830bcb477d71e4ae52d,298.15,101.0,Liquid,2,CCO,Solvent,0.056298,0.8907000000000003,0.001,10.1016/j.tca.2013.12.016,CCOC(C)=O,Solvent,0.943702,,
269892,a5ecdff539c14d2ea74c667ea1d8f70c,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.3878,0.7896000000000002,0.001,10.1021/je060355j,CCCOC=O,Solvent,0.6122,,
269906,935b9a447b3844d2b6fcc0fde6f0d1dd,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.7999,0.6965000000000001,0.001,10.1021/je060355j,CCCOC=O,Solvent,0.2001,,
269916,1844ed99006f4deab36d574cfcb5f586,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.5122,0.7516800000000001,0.001,10.1021/je060355j,CCCOC=O,Solvent,0.4878,,
269917,97b57665b86847fa8ee6419b536fe809,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.7059,0.7093600000000002,0.001,10.1021/je060355j,CCCOC=O,Solvent,0.2941,,
269934,3c3902b8b8fc43b3969d8f3856881fbf,298.15,100.0,Liquid,2,CCCNCCC,Solvent,0.4614,0.8191990000000001,0.0010005,10.1021/acs.jced.5b00802,CN(C)C=O,Solvent,0.5386,,
269937,6a483462b46e45e0858a22aae00280d6,298.15,100.0,Liquid,2,CCCCNCCCC,Solvent,0.4426,0.8239770000000002,0.001001,10.1021/acs.jced.5b00802,CN(C)C=O,Solvent,0.5574,,
270483,fd130ab9d125429388a8a343ba39e832,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5,0.8339500000000002,0.001005,10.1021/je034005y,CCOCCO,Solvent,0.5,,
270555,094bacc6e85f408b833da156a4dfd0a7,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.9137,0.6706000000000002,0.001005,10.1021/je060355j,COC=O,Solvent,0.0863,,
270560,f131b4bd990e4c128ede124bf27d9415,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.1004,0.7943300000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.8996,,
270561,ded727a358aa4e60a478d359e891a05b,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2003,0.7783500000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.7997,,
270562,9df41a8363d440d8a4a20a6f24c89a77,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.3,0.7637700000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.7,,
270563,f648f370931a42289695343def071127,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4,0.7499600000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.6,,
270564,707415dc126a4e3d910c6f12b75ca0ea,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5,0.7371800000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.5,,
270565,30b4dc0be6584a5792c30a8dedb2a7c5,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5999,0.7256400000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.4001,,
270566,634d75ffe3044060818741156c5840fe,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.6998,0.7149700000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.3002,,
270567,56758dbe6cb3423f90e82d4954cce2cb,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.8673,0.6705500000000001,0.001005,10.1021/je060355j,COC=O,Solvent,0.1327,,
270568,2de863452d8f4daaa11c6ec1d5989367,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7999,0.7050800000000003,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.2001,,
270569,eea3afa421964f72a98cebdc929501af,308.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.1004,0.7867300000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.8996,,
270570,1c290091c92249f6a0cc6b2eb146a1bb,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.8996,0.6918500000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.1004,,
270571,88aa10c5c66a4760a8701f0b1f434d10,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7999,0.7009300000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.2001,,
270572,07dc617e2e7245899018fe345b55dd29,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.6998,0.7108400000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.3002,,
270573,298ae847317e4cbcb8c0cbbc2cc27a02,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.4984,0.7530000000000002,0.001005,10.1021/je060355j,CCOC=O,Solvent,0.5016,,
270574,be54043e21384106bb86d0c63733defc,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.7469,0.7004000000000001,0.001005,10.1021/je060355j,CCOC=O,Solvent,0.2531,,
270576,41ae142568ae4a29b1b53be22152ac4d,291.15,101.32,Liquid,2,CCCCCC,Solvent,0.7951,0.6921000000000002,0.001005,10.1021/je060355j,CCOC=O,Solvent,0.2049,,
270577,6db96ccfbc62451ead38bea370ab78aa,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5,0.7331300000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.5,,
270578,f02d161c02054ce984e7f693b155e10a,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4,0.7459700000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.6,,
270579,d37a54a44e9a4f9db87d6b8a8dd33525,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.3,0.7598300000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.7,,
270580,40c3b295ba504da48323e2cac1a350a6,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2003,0.7744900000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.7997,,
270581,b963845da3a44e23abe4018458ff339d,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.1004,0.7905500000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.8996,,
270582,0b761fa736134895823914a4f286b399,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.8996,0.6960300000000001,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.1004,,
270583,524c7bfe2489442ea3e02caf9a362b46,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5999,0.7215500000000001,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.4001,,
270590,12b9df35540546809a3e86b7035f7671,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7995,0.6852600000000002,0.001005,10.1021/je501041r,CCCO,Solvent,0.2005,,
270591,8b9d3d2c2a5c4c71a17deaf8ad6a4b37,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.6998,0.6919500000000002,0.001005,10.1021/je501041r,CCCO,Solvent,0.3002,,
270592,690b2497954343619748abb7b5f37b92,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5996,0.6999100000000001,0.001005,10.1021/je501041r,CCCO,Solvent,0.4004,,
270593,805dcaea564940b7bef2c745e07dd26b,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4999,0.7089900000000002,0.001005,10.1021/je501041r,CCCO,Solvent,0.5001,,
270594,fc400d2ee0d54bac92049ea48ab842ff,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4,0.7195400000000002,0.001005,10.1021/je501041r,CCCO,Solvent,0.6,,
270595,32f9a241965c4eb8870edbc16bbeb109,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.3,0.7321000000000002,0.001005,10.1021/je501041r,CCCO,Solvent,0.7,,
270596,9abe7eb6e0624ae8971e193bcc9f875a,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.9,0.6795500000000001,0.001005,10.1021/je501041r,CCCO,Solvent,0.1,,
270597,eaae95ea640b472998a845757c89312f,308.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2003,0.7706000000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.7997,,
270611,5f263591adf0480d999d85a9da5e0b2e,308.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.3,0.7558600000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.7,,
270612,1f143bc8f6ea4b3aa6601ed86946ef3e,308.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4,0.7419400000000003,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.6,,
270613,59bae9afa91b40da88fc0650cad4c39a,308.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5,0.7290500000000001,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.5,,
270626,cc2f9e11988c4c448514c46a8e230cd6,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5,0.7249400000000003,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.5,,
270634,6b2c4fce688f4bec93efdea4b1adc1cb,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.8996,0.6834000000000001,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.1004,,
270635,0536726107254691987ce0f532fbef63,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7999,0.6925100000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.2001,,
270637,c93297b8278b46068082f30511c9d9c3,303.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.3536,0.9188900000000002,0.001005,10.1021/je050005h,O,Solvent,0.6464,,
270640,faf060021a234aa9a867bf2b42908781,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.6998,0.7024900000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.3002,,
270647,f15a1d761db84f8db2c9a39d2d0f2b26,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2,0.7470800000000002,0.001005,10.1021/je501041r,CCCO,Solvent,0.8,,
270659,8db635d57b374339a31e18fd2be9eaff,308.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.8996,0.6876400000000001,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.1004,,
270660,1abc39c92f2b4b1d91396f37da0cd59d,308.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7999,0.6967400000000001,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.2001,,
270662,0d0394fd8ca242de913fd4533bb2a611,308.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.6998,0.7066800000000001,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.3002,,
270663,01d20b7a6e6c41ab92788039e2b4d067,308.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5999,0.7174300000000001,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.4001,,
270668,a851c7ed59e3476c9910cb54a538f402,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4,0.7378700000000001,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.6,,
270669,9fecb6746a294044bd64021083f3cbde,313.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.3,0.7518500000000002,0.001005,10.1021/je501041r,CCCCCO,Solvent,0.7,,
